OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,tmn_2014_0,tmn_2014_1,tmn_2014_2,tmn_2014_3,tmn_2014_4,tmn_2014_5,tmn_2014_6,tmn_2014_7,tmn_2014_8,tmn_2014_9,tmn_201410,tmn_201411,tmn_2015_0,tmn_2015_1,tmn_2015_2,tmn_2015_3,tmn_2015_4,tmn_2015_5,tmn_2015_6,tmn_2015_7,tmn_2015_8,tmn_2015_9,tmn_201510,tmn_201511,tmn_2016_0,tmn_2016_1,tmn_2016_2,tmn_2016_3,tmn_2016_4,tmn_2016_5,tmn_2016_6,tmn_2016_7,tmn_2016_8,tmn_2016_9,tmn_201610,tmn_201611,tmn_2017_0,tmn_2017_1,tmn_2017_2,tmn_2017_3,tmn_2017_4,tmn_2017_5,tmn_2017_6,tmn_2017_7,tmn_2017_8,tmn_2017_9,tmn_201710,tmn_201711
78,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT AMBORAKA,20.28954886,20.01486227,19.52878321,18.05676314,15.23335382,14.16088314,13.57618426,13.75490908,14.65955319,16.63592525,18.47675686,19.68098972,20.0895481,19.64455066,19.35894246,18.35676427,15.93335363,14.25641525,13.57618426,13.45044104,14.45955262,17.27607802,18.37675672,20.2809901,20.5895481,20.48517427,20.1589417,18.45676465,14.53335381,13.06088276,12.7911185,13.55490927,14.559553,16.96561249,16.57675626,19.88099035,20.68954848,20.01486227,19.75894208,18.2567639,15.93335363,14.56088294,13.67618375,13.75490908,14.95955262,17.16561325,18.03660236,19.38099035
79,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT IFANADIANA,20.54239698,20.24802969,19.75146234,18.29441252,15.47760451,14.43285165,13.847771,14.01461075,14.89483857,16.85419418,18.67923394,19.8914126,20.34239652,19.86966724,19.59841926,18.59441231,16.17760414,14.53012229,13.847771,13.71188082,14.6948387,17.48560078,18.57923361,20.49141298,20.84239652,20.72639281,20.3984185,18.69441269,14.77760397,13.33285127,13.06027062,13.81461094,14.79483893,17.17583022,16.77923363,20.09141336,20.9423966,20.24802969,19.99841888,18.49441328,16.17760414,14.8328513,13.94777061,14.01461075,15.19483855,17.37583098,18.24782661,19.59141336
80,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT ANTAFOTENINA,20.52350113,20.23216405,19.72778264,18.29885686,15.47880902,14.43379551,13.8359098,14.00265517,14.88492778,16.84529236,18.66235143,19.87632241,20.32350112,19.85299841,19.57362369,18.5988561,16.17880883,14.53050813,13.8359098,13.69936721,14.68492797,17.4786185,18.56235105,20.4763228,20.82350112,20.71133084,20.37362293,18.69885648,14.77880863,13.33379513,13.05168991,13.80265536,14.78492797,17.16612557,16.76235106,20.07632318,20.92350075,20.23216405,19.97362331,18.49885763,16.17880883,14.83379513,13.93590923,14.00265517,15.18492759,17.36612633,18.22902455,19.57632318
81,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT AMBODIRAFIA II,20.49708937,20.2745129,19.68658335,18.26126319,15.52462573,14.51584326,13.88132986,13.94281227,14.83610998,16.70591827,18.55482372,19.78774705,20.29708872,19.88447719,19.54887761,18.56126272,16.22462506,14.61395397,13.88132986,13.64092267,14.63610956,17.33365825,18.45482378,20.38774743,20.79708872,20.76454923,20.34887685,18.66126311,14.8246254,13.41584288,13.10099692,13.74281246,14.73610962,17.01588104,16.65482268,19.98774774,20.89708898,20.2745129,19.94887723,18.46126395,16.22462506,14.91584288,13.98132961,13.94281227,15.13610924,17.2158811,18.12708122,19.48774774
82,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT FENOARIVO I,20.70948014,20.41468856,19.88147617,18.50524528,15.67990701,14.67589803,14.02978555,14.19130608,15.05708659,16.96954346,18.76582989,19.99370362,20.50947938,20.03310172,19.71897581,18.80524642,16.37990612,14.77005143,14.02978555,13.88545934,14.85708626,17.61362914,18.66582951,20.59370346,21.00947938,20.89627391,20.51897504,18.9052468,14.97990677,13.57589766,13.26130396,13.99130601,14.95708621,17.28795646,16.86582938,20.19370384,21.10947976,20.41468856,20.11897542,18.70524604,16.37990612,15.07589791,14.12978498,14.19130608,15.35708583,17.48795722,18.32174355,19.69370384
83,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT AMBINANINDRANOTELO,20.25710875,20.04557126,19.55118323,18.03264229,15.26162071,14.19579457,13.50971401,13.75220005,14.61822362,16.58801688,18.40522569,19.67969051,20.05710957,19.68085014,19.35527995,18.3326424,15.96162069,14.28212035,13.50971401,13.43852585,14.41822359,17.2486417,18.3052256,20.27968969,20.55710957,20.51029304,20.15527919,18.43264275,14.5616209,13.09579454,12.74873488,13.55220007,14.51822338,16.92329493,16.50522485,19.87969007,20.6571094,20.04557126,19.75527957,18.23264306,15.96162069,14.59579454,13.60971378,13.75220005,14.91822333,17.12329569,17.94460002,19.37969007
84,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT ANKABOKA,20.06464343,19.86436152,19.39644747,17.88373636,15.11251171,14.00767829,13.33981012,13.57522742,14.43793172,16.4445271,18.29292479,19.53582213,19.86464458,19.50157207,19.20371543,18.18373744,15.81251152,14.09682561,13.33981012,13.26437512,14.23793099,17.10005081,18.19292625,20.13582067,20.36464458,20.32715142,20.00371467,18.28373782,14.41251187,12.90767791,12.56897619,13.37522761,14.33793137,16.78173651,16.3929251,19.73582105,20.46464312,19.86436152,19.60371505,18.08373712,15.81251152,14.40767791,13.43980959,13.57522742,14.73793099,16.98173727,17.83740177,19.23582105
85,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT AMBIABE I,20.42752729,20.16381892,19.67241514,18.22703115,15.43939365,14.35393343,13.71436968,13.93695971,14.79726367,16.78147354,18.60733157,19.81950701,20.22752827,19.7940238,19.49089205,18.52703101,16.13939345,14.44477513,13.71436968,13.62780171,14.59726373,17.43279234,18.50733131,20.41950685,20.72752827,20.63361594,20.29089128,18.62703139,14.73939323,13.25393305,12.94464286,13.7369599,14.6972639,17.11167728,16.70733031,20.01950721,20.8275282,20.16381892,19.89089166,18.42703192,16.13939345,14.75393306,13.81436977,13.93695971,15.09726356,17.31167805,18.15601175,19.51950721
86,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT ANDRANOMAINTSO,19.50082184,19.49301944,18.82543897,17.39049298,14.66058215,13.54690401,12.98060158,13.13814262,13.95269883,15.89349454,17.64879045,19.0428362,19.30082107,19.10103235,18.71583707,17.69060546,15.28549845,13.56539455,13.05554354,12.83814309,13.75269873,16.4948293,17.54879007,19.64283659,19.87576398,19.91006269,19.51583631,17.79060585,13.88549884,12.4469038,12.25554334,12.93814281,13.85269845,16.19480037,15.82373172,19.24269634,19.97576437,19.49313078,19.11583669,17.59060508,15.28549845,13.9469038,13.15568451,13.13825393,14.25281004,16.39494096,17.24063479,18.73626986
87,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT FIADANANA NORD,17.19838827,17.15702502,16.47056268,14.90494684,12.28839194,11.17851515,10.66178773,10.66681459,11.52061324,13.39899128,15.34272088,16.69476203,16.96230405,16.76738022,16.39629078,15.2451774,12.93483152,11.17851515,10.75557795,10.36266869,11.32061306,13.96290703,15.2066366,17.33084589,17.55194914,17.55702464,17.19629031,15.34517778,11.53483181,10.07851522,9.955577746,10.47096073,11.42061286,13.66290739,13.50042625,16.89476191,17.6519481,17.19725483,16.79629069,15.14517702,12.93483152,11.57851522,10.85557805,10.66681459,11.85669713,13.86290697,14.90042604,16.38440635
88,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT MORARANO,17.33765777,17.27703642,16.57323171,15.06766869,12.47829649,11.36383516,10.83792188,10.83570978,11.68910686,13.54711517,15.47775853,16.81904003,17.10252617,16.88081156,16.50434869,15.40456717,13.11720415,11.36407359,10.93528258,10.5343343,11.48910705,14.11144103,15.34262633,17.45417187,17.69835899,17.67727439,17.30434793,15.50456756,11.71705265,10.26383497,10.1352821,10.63708566,11.58910648,13.81144142,13.63983512,17.0186501,17.79835937,17.31393404,16.90434831,15.30456679,13.11720415,11.76383497,11.03552102,10.83610002,12.02462909,14.01183089,15.03983476,16.51526342
89,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMPASIMBOLA I,18.4057191,18.3477932,17.64394221,16.2310174,13.50382987,12.38507055,11.8552437,11.91534632,12.72670156,14.61069363,16.53791656,17.88140267,18.17988305,17.956454,17.56111602,16.55930722,14.13832769,12.38507055,11.94903468,11.61289338,12.52670129,15.18485767,16.41207947,18.50723922,18.77122126,18.74779282,18.36111525,16.65930761,12.7383276,11.28507022,11.14903405,11.71779988,12.62670118,14.88485758,14.70587073,18.08140343,18.87122071,18.37608232,17.96111564,16.45930684,14.13832769,12.78507022,12.04903462,11.91534632,13.05253753,15.08485729,16.10586993,17.57274043
90,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT SAKAVANANA,18.84100338,18.83744643,18.11511976,16.71885979,13.86743676,12.79642372,12.2608198,12.34116868,13.14354067,15.06441472,16.99699808,18.33186184,18.62228436,18.44801117,18.02327373,17.03979408,14.49672072,12.79642372,12.35246764,12.03895571,12.94354085,15.64569494,16.87827797,18.95058193,19.21171849,19.23744605,18.82327297,17.13979446,13.09672109,11.69642406,11.55246673,12.14338282,13.04354029,15.34569569,15.16992564,18.5318626,19.31171885,18.85837816,18.42327335,16.9397937,14.49672072,13.19642406,12.45246731,12.34116868,13.46226007,15.54569456,16.56992547,18.02129777
91,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBODIARA NORD,18.45506178,18.41528267,17.69235915,16.30327973,13.54385904,12.46999666,11.93871022,11.98383624,12.80082708,14.69529581,16.62016527,17.94058901,18.23140884,18.01986693,17.61140753,16.62807862,14.17209733,12.47001617,12.03522437,11.68271703,12.60082727,15.27161277,16.49651215,18.56424257,18.82679789,18.81530182,18.41140677,16.728079,12.77209257,11.36999632,11.23522367,11.78495639,12.7008267,14.97161308,14.79302097,18.14056512,18.92679826,18.44007986,18.01140715,16.52807824,14.17209733,12.86999632,12.13524377,11.98386089,13.12450505,15.17163704,16.19302104,17.6360032
92,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBINANISERY,18.92665603,18.89853864,18.15402047,16.81304367,13.9515733,12.9325154,12.39181493,12.46460307,13.27693887,15.19554221,17.10780714,18.40827302,18.70671549,18.50280249,18.06968279,17.13389426,14.57577787,12.93253089,12.48842268,12.16371561,13.07693906,15.77557727,16.98786695,19.0282132,19.30243095,19.29855375,18.86968203,17.23389464,13.17577418,11.83251504,11.68842248,12.26549243,13.17693849,15.47557803,15.28447045,18.60825421,19.40243133,18.91938807,18.46968241,17.03389388,14.57577787,13.33251504,12.58843854,12.46462264,13.59689935,15.67559645,16.68447101,18.10400845
93,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT VOLOBE,18.06955833,18.01991228,17.33519474,15.82293378,13.10261389,11.96898253,11.43198008,11.51001329,12.33458594,14.23961583,16.19568493,17.5475019,17.84552167,17.64036894,17.23877457,16.15312443,13.74710871,11.96898253,11.51767562,11.20386067,12.13458598,14.81557796,16.0716469,18.1715397,18.42506418,18.4199119,18.03877381,16.25312468,12.34710898,10.86898246,10.71767542,11.31616678,12.23458556,14.51557792,14.35734182,17.7475025,18.5250643,18.05010222,17.63877419,16.05312405,13.74710871,12.36898246,11.61767593,11.51001329,12.65862358,14.71557759,15.75734134,17.22704454
94,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT ANTENIMBELONA,19.3109645,19.31512388,18.60128462,17.21755354,14.319088,13.28953972,12.72597105,12.87064128,13.65850779,15.6247506,17.46667798,18.78982438,19.09914758,18.92058618,18.50763817,17.53005515,14.93636742,13.28953972,12.82119126,12.56995934,13.45850798,16.21293293,17.35486115,19.40164091,19.69368413,19.71512349,19.30763741,17.63005553,13.5363678,12.18953934,12.02119107,12.67132433,13.55850741,15.91293369,15.65008036,18.98982353,19.79368451,19.32762464,18.90763779,17.43005477,14.93636742,13.68953934,12.92119164,12.87064128,13.97032494,16.11293254,17.05008079,18.48436131
95,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBOHINIHAONANA,19.27083392,19.25791359,18.56018614,17.14757251,14.25367401,13.20995239,12.64770521,12.79455039,13.58819553,15.56564771,17.41349243,18.75127489,19.05943085,18.86668739,18.46281359,17.46007336,14.87385108,13.20995239,12.74002776,12.49345461,13.38819572,16.15424387,17.30208868,19.36267759,19.6506559,19.65791321,19.26281283,17.56007374,13.47385146,12.10995201,11.94002757,12.59564765,13.48819515,15.85424464,15.59441062,18.9512748,19.75065629,19.27041435,18.86281321,17.36007298,14.87385108,13.60995201,12.84002815,12.79455039,13.89959846,16.05424349,16.99441066,18.44250033
96,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT MAROVORAKA,19.2800715,19.24857306,18.58680987,17.09627867,14.22470093,13.13774312,12.56406152,12.74927306,13.56850815,15.57870054,17.422508,18.779778,19.06978488,18.86628056,18.47938752,17.40877867,14.85269523,13.13774312,12.64856684,12.44706023,13.36850774,16.16841316,17.31221986,19.39006424,19.65207624,19.64857268,19.27938676,17.50877905,13.45269561,12.03774273,11.84856665,12.55148721,13.46850777,15.86841452,15.59672499,18.97977877,19.75207663,19.26107383,18.87938714,17.30877829,14.85269523,13.53774273,12.74856722,12.74927306,13.87879419,16.06841397,16.99672461,18.46206975
97,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT TSARATANANA,19.34353002,19.32636883,18.6814454,17.13204691,14.27948761,13.17791487,12.59108708,12.79468213,13.64726231,15.65922225,17.50061106,18.84903314,19.13717704,18.94720127,18.56696517,17.44007167,14.90667322,13.17791487,12.67192533,12.49301105,13.44726206,16.25286851,17.39425656,19.45538574,19.71634346,19.72636844,19.36696441,17.54007205,13.5066736,12.07791449,11.87192514,12.59635468,13.54726193,15.95286972,15.67509513,19.04903391,19.81634384,19.33439332,18.96696479,17.34007129,14.90667322,13.57791449,12.77192571,12.79468213,13.95361471,16.15286901,17.07509475,18.52819994
98,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT TSARARIVOTRA,19.36869249,19.36801801,18.72234817,17.1700375,14.31779775,13.22959414,12.644213,12.84019184,13.70006166,15.69208826,17.53734607,18.87044716,19.16526168,18.9856759,18.60812033,17.47420429,14.93888701,13.22959414,12.72728956,12.539457,13.50006185,16.28865633,17.43391373,19.47387759,19.74760337,19.76801763,19.40811956,17.57420467,13.53888739,12.12959412,11.92728937,12.64092822,13.60006128,15.98865745,15.7169907,19.07044792,19.84760303,19.37218366,19.00811995,17.37420391,14.93888701,13.62959412,12.82728994,12.84019184,14.00349226,16.18865594,17.11699068,18.55278851
99,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT BEFOTAKA,19.37010574,19.36497498,18.7253418,17.14869118,14.30363941,13.20358372,12.61210632,12.81297016,13.68442249,15.68749428,17.53232956,18.87156105,19.16680717,18.98580742,18.60780716,17.45285797,14.92777061,13.20358372,12.69214058,12.51210308,13.48442268,16.28419495,17.42902946,19.47485924,19.74597359,19.76497459,19.4078064,17.55285835,13.527771,12.10358334,11.89214039,12.61383915,13.58442211,15.98419571,15.70906448,19.07156181,19.84597397,19.36914063,19.00780678,17.35285759,14.92777061,13.60358334,12.79214096,12.81297016,13.98772049,16.18419456,17.1090641,18.55072784
100,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBOHITSARA,19.33643493,19.3366636,18.67751559,17.21098973,14.3376603,13.29454783,12.71630557,12.89304736,13.70179329,15.67351822,17.51892921,18.83978115,19.13086712,18.94529315,18.57445213,17.5170919,14.95185892,13.29454783,12.8082075,12.59251502,13.50179348,16.26794927,17.41336077,19.44534927,19.7222365,19.73666322,19.37445136,17.61709229,13.5518593,12.19454783,12.00820731,12.69358113,13.60179291,15.96795042,15.70526241,19.03978172,19.82223611,19.34276419,18.97445175,17.41709152,14.95185892,13.69454783,12.90820788,12.89304736,14.00736099,16.16794889,17.10526286,18.53115083
101,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT FASINTSARA,19.27656802,19.25835122,18.58756389,17.11762005,14.23795159,13.17474428,12.60856898,12.77194379,13.58705696,15.57151679,17.42291883,18.76601965,19.0682682,18.87090066,18.4833123,17.42710805,14.85880138,13.17474428,12.69720681,12.47075676,13.38705715,16.16321587,17.31461748,19.37431909,19.6557183,19.65835084,19.28331153,17.52710843,13.45880176,12.07474424,11.89720662,12.57313239,13.48705658,15.86321697,15.60325512,18.96602041,19.755718,19.26783929,18.88331192,17.32710767,14.85880138,13.57474424,12.79720719,12.77194379,13.89535655,16.06321549,17.00325507,18.45346945
102,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBATOMANJAKA,19.37868533,19.38441234,18.74405529,17.24826345,14.39452455,13.34073761,12.75154918,12.94180394,13.76545022,15.72965417,17.56117549,18.89181426,19.1760286,18.99427804,18.6367143,17.55120127,15.0081468,13.34196733,12.84086315,12.64152446,13.56545041,16.32712731,17.45851827,19.49447108,19.76506348,19.78551075,19.43671354,17.65120165,13.60814712,12.24073766,12.04086296,12.74208461,13.66544984,16.02712851,15.74783228,19.09181502,19.865063,19.38734855,19.03671392,17.45120089,15.0081468,13.74073766,12.94086353,12.94180394,14.06810681,16.22712693,17.14893158,18.5820787
103,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT TSARAKIANJA,19.42752383,19.4251547,18.78689263,17.23301896,14.41315673,13.32671895,12.72599849,12.93066679,13.78817615,15.77140769,17.57626508,18.93973625,19.22615194,19.04255739,18.67042519,17.53468101,15.03400122,13.32922427,12.8068143,12.63037846,13.58817634,16.37047032,17.47489213,19.54110843,19.80667953,19.82722319,19.47042443,17.63468139,13.6340016,12.22671872,12.00681411,12.7309563,13.68817577,16.07047124,15.75570854,19.13973701,19.9066796,19.4268156,19.07042481,17.43468063,15.03400122,13.72671872,12.90681468,12.93066679,14.0895483,16.27047061,17.15777776,18.62276866
104,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT SAHAKONDRO,19.42634275,19.42773034,18.78432768,17.24031091,14.45473694,13.36545582,12.74714999,12.94978773,13.80658387,15.78697256,17.55664132,18.9532539,19.22634326,19.04581662,18.66526142,17.54031205,15.07781073,13.37142185,12.82407505,12.64978849,13.60658406,16.38794964,17.45664094,19.55325428,19.80326928,19.83271653,19.46526066,17.64031243,13.67781111,12.26545565,12.02407486,12.74978792,13.70658349,16.0879504,15.73356656,19.15325466,19.90326966,19.42773034,19.06526104,17.44031167,15.07781073,13.76545565,12.92407543,12.94978773,14.10658406,16.28795054,17.1385539,18.63614557
105,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT MANAKANA SUD,19.29202271,19.31562614,18.65792847,17.21614456,14.43025017,13.33953094,12.71485424,12.88359356,13.71568775,15.66504192,17.44380379,18.84021759,19.09202194,18.92812538,18.5438652,17.51614571,15.0536871,13.35203171,12.79141617,12.58359432,13.51568794,16.26660347,17.34380341,19.44021797,19.66858482,19.7265625,19.34386444,17.61614609,13.65368748,12.23953152,11.99141598,12.68359375,13.61568737,15.96660423,15.62036514,19.04021835,19.76858521,19.31562614,18.94386482,17.41614532,15.0536871,13.73953152,12.89141655,12.88359356,14.01568794,16.16660309,17.03130341,18.52928162
106,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBODIARA SUD,19.42488143,19.43005565,18.80046947,17.29996478,14.48561002,13.40310232,12.79662375,12.99404491,13.83302009,15.78618931,17.58144573,18.94881128,19.22488069,19.04266311,18.68705674,17.59996593,15.10381597,13.4095058,12.87841665,12.69404567,13.63302028,16.38699345,17.48144535,19.54881166,19.80667454,19.83565281,19.48705598,17.69996631,13.70381635,12.3031022,12.07841646,12.7940451,13.73301971,16.08699421,15.76323875,19.14881204,19.90667493,19.43005565,19.08705636,17.49996554,15.10381597,13.8031022,12.97841703,12.99404491,14.13302028,16.28699309,17.16883712,18.6370083
107,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMPASINAMBO,17.44008847,17.40113324,16.72491396,15.16672807,12.50378741,11.3914044,10.87705262,10.9058696,11.75450539,13.64025725,15.5963384,16.94565191,17.20700615,17.01635143,16.64277738,15.50591151,13.15208834,11.3914044,10.96793466,10.59976903,11.55450515,14.20717485,15.46325537,17.57873441,17.79178817,17.80113286,17.44277683,15.6059117,11.75208848,10.29140435,10.16793447,10.71197051,11.65450501,13.90717487,13.75413708,17.14565226,17.89178721,17.44031632,17.04277721,15.40591113,13.15208834,11.79140435,11.06793483,10.9058696,12.08758753,14.10717468,15.15413663,16.63043321
108,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBODIVOANGY,19.04392219,18.96095976,18.30005789,16.81072322,13.99814098,12.84517737,12.28546679,12.49581061,13.31444544,15.29602951,17.17413393,18.54606748,18.83021843,18.58752245,18.18720052,17.1294747,14.63840729,12.84517737,12.36394942,12.1907655,13.11444533,15.88232435,17.0604288,19.15977228,19.40365577,19.36095938,18.98719975,17.22947365,13.23840767,11.74517719,11.56394923,12.30085668,13.21444505,15.58232521,15.33891161,18.74606824,19.50365615,18.97971028,18.58720013,17.02947432,14.63840729,13.24517719,12.4639498,12.49581061,13.62814946,15.7823243,16.73891085,18.21950519
109,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBALAPAISO,18.90456076,18.9027587,18.19496541,16.7710124,13.92072777,12.82812393,12.28844797,12.39395041,13.19361236,15.12810855,17.05193424,18.40047762,18.68726468,18.51685448,18.09816481,17.09114642,14.55212015,12.82812393,12.37718749,12.09111479,12.99361237,15.71081155,16.93463664,19.01777506,19.27316775,19.30275831,18.89816405,17.19114648,13.15212053,11.72812442,11.57718659,12.19678705,13.09361198,15.41081233,15.22337581,18.60047839,19.37316813,18.92289032,18.49816443,16.99114604,14.55212015,13.22812442,12.47718717,12.39395041,13.5109089,15.61081121,16.62337559,18.08638249
110,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMPITOMITA,20.90067547,20.76895705,20.18490797,18.86961109,16.07153262,14.97779441,14.45301102,14.59156653,15.44731057,17.31210017,19.06232503,20.39292143,20.70067471,20.37080567,20.07973712,19.17076944,16.72281749,15.03055148,14.49938319,14.29156664,15.24731053,17.91192073,18.96232464,20.9929211,21.24704713,21.22073513,20.87973636,19.27076982,15.32281787,13.87779403,13.69938299,14.39156637,15.34731019,17.61073742,17.20869588,20.59058045,21.34704751,20.77011487,20.47973674,19.07076906,16.72281749,15.37779403,14.60172501,14.59272397,15.74846804,17.81307875,18.65813278,20.09205123
111,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT ANIVORANO,19.5429112,19.500942,18.85009817,17.39586949,14.72340561,13.56665933,13.01005359,13.18875899,14.0107843,15.9722688,17.6784438,19.08895223,19.34291051,19.11352406,18.73383386,17.69587064,15.36159421,13.59594556,13.07186404,12.8887593,13.8107843,16.57594949,17.57844342,19.68895261,19.90472267,19.92654671,19.5338321,17.79587102,13.9615946,12.46665899,12.27186385,12.98875916,13.91078411,16.27595006,15.84025394,19.28895299,20.00472206,19.500942,19.13383347,17.59587025,15.36159421,13.96665899,13.17186419,13.18875899,14.3107843,16.47594911,17.2658587,18.78005068
112,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT KIANJAVATO,19.84263704,19.79841865,19.13569508,17.7710503,15.07793484,13.95943261,13.39098248,13.56064674,14.3590987,16.27973335,18.00765167,19.35318876,19.64263628,19.40256853,19.03027036,18.07106288,15.71111934,13.98974154,13.45778068,13.26064671,14.15909889,16.88097833,17.90765129,19.95318914,20.20943543,20.22746941,19.8302696,18.17106326,14.31111972,12.85943223,12.65778049,13.36064642,14.25909832,16.58097438,16.1744493,19.55317338,20.30943581,19.79843009,19.43026998,17.9710625,15.71111934,14.35943223,13.55779671,13.56065817,14.65911033,16.78098971,17.60348348,19.05029706
113,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMBATOVORY,20.94123651,20.8436179,20.23174951,18.95851944,16.14568224,15.04498696,14.49223144,14.67530494,15.49394746,17.40435868,19.15336348,20.43666377,20.74123575,20.44422501,20.12643905,19.26128766,16.782615,15.08601521,14.55083015,14.37530551,15.29394741,18.00182522,19.0533631,21.03666415,21.29983531,21.28441174,20.92643829,19.36128905,15.38261591,13.94498657,13.75082996,14.47530505,15.39394708,17.70012559,17.31196148,20.63219778,21.39983469,20.84638598,20.52643867,19.16128828,16.782615,15.44498657,14.65529769,14.67807266,15.79671456,17.90459259,18.74828773,20.13629204
114,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT ANTSINDRA,20.10298717,20.03023452,19.44631788,18.05367412,15.31488471,14.22247554,13.68412361,13.85453244,14.66226229,16.55949401,18.30635767,19.64574643,19.90298641,19.63711283,19.33645772,18.35367526,15.96211148,14.26580504,13.73689558,13.55453291,14.46226248,17.16247382,18.20635772,20.24574681,20.45575924,20.47058294,20.13645696,18.45367565,14.56211186,13.12247517,12.93689539,13.65453263,14.562262,16.86247458,16.4591285,19.8457472,20.55575962,20.03023452,19.73645734,18.25367488,15.96211148,14.62247516,13.83689542,13.85453244,14.96226248,17.06247476,17.89947713,19.34184869
115,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT BEFOTAKA,21.01357608,20.88424176,20.29680688,19.01046893,16.20610819,15.14961971,14.5732771,14.65306939,15.49430181,17.36193649,19.12758397,20.4815377,20.81357532,20.48424129,20.18702975,19.31591271,16.8463414,15.19963019,14.62326554,14.35306964,15.29430106,17.95649233,19.02758358,21.08153808,21.36356458,21.33425252,20.98702898,19.41591312,15.44634193,14.04961933,13.82326587,14.45306958,15.39430143,17.65215854,17.27757171,20.67176072,21.46356493,20.88968443,20.58702937,19.21591236,16.8463414,15.54961933,14.73304287,14.65851234,15.7997437,17.86193646,18.71780503,20.18153846
116,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMPITABE,21.46086519,21.32973154,20.70842694,19.39782198,16.59911502,15.52009974,15.02818767,15.09338395,16.00083261,17.81605006,19.57527913,20.86812893,21.26086516,20.92973144,20.60107741,19.70079977,17.25345473,15.5817882,15.06649864,14.79338403,15.80083219,18.41307262,19.47527875,21.46812931,21.79917623,21.79142068,21.40107665,19.80080015,15.85345492,14.42009936,14.26649844,14.89338389,15.90083223,18.10870139,17.7135892,21.06078162,21.89917661,21.33270888,21.00107703,19.60079939,17.25345473,15.92009912,15.17384704,15.0963605,16.30380939,18.31604958,19.16792949,20.5681297
